"번호","주제분류","문화시설명","주소","자치구","위도","경도","전화번호","팩스번호","홈페이지","관람시간","관람료","휴관일","개관일자","객석수","대표이미지","기타사항","시설소개","무료구분","지하철","버스정거장","YELLOW","GREEN","BLUE","RED","공항버스"
"11","도서관","서울특별시교육청 고척도서관","서울 구로구 고척로45길 31 고척시립도서관","구로구","37.5053199924985","126.853039264745","02-2615-0524","","http://gclib.sen.go.kr/","","0","정보없음","","","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=73fa7f1a2485489d97593c26967dfee8&thumb=Y","","<div style='text-align: left;' align='left'><span style='font-size: 14pt;'>고척도서관은 구로구 고척동 근린공원내에 위치한 공공도서관으로서 1990년 설치된 이후, 평생 교육의 장으로서 지역주민들에게 기능과 역할을 다하고 있습니다.&nbsp;</span></div><div style='text-align: left;' align='left'><span style='font-size: 14pt;'>철따라 피고 지는 고척근린공원의 아름다운 수목과 지저귀는 새들의 화음속에 오늘도 고척도서관은 성장하고 있습니다. 으로도 자료의 확충과 이용자 편의 도모, 봉사 기능의 강화로 시민생활의 질을 높이는 교육문화 기관으로서의 기능을 다하고자 합니다.</span></div><div style='text-align: left;' align='left'><span style='font-size: 12px;'><br></span></div><div style='text-align: left;' align='left'><span style='font-size: 14pt;'>■ 정기휴관일 : 매월 둘째?넷째 수요일&nbsp;</span></div><div style='text-align: left;' align='left'><span style='font-size: 14pt;'>■ 법정공휴일 : 일요일을 제외한 관공서 공휴일. 단, 일요일과 다른 공휴일이 겹치는 경우에는 휴관함&nbsp;</span></div><div style='text-align: left;' align='left'><span style='font-size: 14pt;'>■ 임시휴관일 : 기타 도서관장이 정하는 날</span></div>","무료","","","","","","",""
"12","박물관/기념관","용산도시기억전시관","서울특별시 용산구 서빙고로 17","용산구","37.5269056148241","126.966566172294","02-3785-2590","","https://blog.naver.com/yongsanpark_gallery","","","일, 월, 공휴일","","","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000101551&thumb=Y","","<!--startfragment--><p class='0'><span><span>층 전시관은 용산도시변천사와 용산참사 등 용산기지 관련 수집자료를 활용한 콘텐츠로 구성되고</span><span lang='EN-US'><span lang='EN-US'><font size='3'> 2<span></span></font></span><font size='2'></font></span></span></p><p class='0'><br>  </p>","무료","","","","","","",""
"13","기타","광진교 8번가","서울 강동구 천호동 527-2","강동구","37.5451462595072","127.112687934633","02-476-0722","","https://riverview8.co.kr","","","매주 월요일","","","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=e19158c7495445b5af710070ea42f386&thumb=Y","","<div><span style='font-size: 14pt;'>광진교8번가는 전세계적으로 3개밖에 존재하지 않는 교각하부 전망대입니다.</span></div><div><span style='font-size: 14pt;'>광진교8번가는 이러한 최고의 절경에서 공연과 전시라는 소재를 통해 다양한 문화컨텐츠를 만들어 시민들의 문화 감성을 충전하고 편안한 휴식을 즐기기 위한 시민 문화공간입니다.</span></div><div><span style='font-size: 14pt;'>서울시에서 제공하는 이곳, 광진교8번가의 문화와 예술공간속으로 여러분을 초대합니다.</span></div>","무료","","","","","","",""
"24","미술관/갤러리","뮤지엄한미 방이","서울 송파구 위례성대로 14 19층","송파구","37.5165925928554","127.113956209115","02-418-1315","","https://museumhanmi.or.kr/","평일 10:00~19:00","성인 6,000원 학생 5,000원 10인 이상 단체 1,000원 할인","매주 월요일","","","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=c0819527d8d74d619c0601364605b77f&thumb=Y","","<span style='font-size: 14pt;'>한미사진미술관은 한미문화예술재단이 설립한 국내최초의 사진전문미술관이다. 한미문화예술재단은 지난 2002년 4월에 우수 의약품 개발을 통해 국민건강에 이바지해 온 (주)한미약품이 문화예술의 대중화와 적극적인 활동의 지원 및 활성화를 위해 창립한 공익문화예술재단으로 한미사진미술관을 통해 실질적인 재단 사업을 펼치고 있다.  21세기 문화예술의 대표적인 시각매체라 할 수 있는 사진을 통해 한미사진미술관은 사진예술의 발전과 일반대중의 사진문화교육을 위해 끊임없는 노력으로 앞으로도 최선을 다할 것이다.</span>","유료","","","","","","",""
"14","박물관/기념관","서울생활사박물관","서울특별시 노원구 동일로174길 27","노원구","37.6201739154268","127.076936195632","02-3399-2900","","https://museum.seoul.go.kr/sulm/index.do","09:00 ~ 18:00 (입장마감 : 17:30)","","공휴일을 제외한 매주 월요일, 1월 1일 * 월요일이「관공서의 공휴일에 관한 규정」제2조에 따른 공휴일일 때에는 휴관하지 아니함","","","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=171a2e8550b5489bbf20fc511d1935e2&thumb=Y","은행알 추첨기, 브라더 재봉틀, 밤섬에서 사용하였던 배 제작 도구 등 1,519점","<div><span style='font-size: 14pt;'>2019년 7월에 개관한 서울생활사박물관은 과거 서울북부지방법원과 서울북부지방검찰청이 있던 북부법조단지였습니다.</span></div><div><span style='font-size: 14pt;'>2010년, 북부법조단지가 이전함에 따라 해당공간이 유휴지가 됐습니다. 이에 서울시는 도시재생 사업의 일환으로, 구 북부법조단지 공간을 리모델링 하였습니다.</span></div><div><span style='font-size: 12px;'><br></span></div><div><span style='font-size: 14pt;'>청사 이전으로 인한 유휴 공간을 활용함과 동시에 북부법조단지라는 사법적 권위를 상징하는 공간을 시민들에게 돌려주고, 시민이 중심이 되어 함께 전시를 만들고 교육프로그램을 운영할 것입니다.</span></div><div><span style='font-size: 14pt;'>기억과 감성을 담은 근현대 생활사 박물관으로써, 시민들이 소통하고 교감하는 동북부 복합문화공간의 중심이 될 것입니다.</span></div>","무료","","","","","","",""
"15","박물관/기념관","공평도시유적전시관","서울특별시 종로구 우정국로 26","종로구","37.57189081127559","126.98338815886143","02-724-0135","","https://museum.seoul.go.kr/www/intro/annexIntro/annex_gongpyeong/annex_gongpyeong_01.jsp?sso=ok","","","연중무휴","","","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000101548&thumb=Y","","<h4 class='tit2'><span style='font-size: 16px;'>공평도시유적전시관</span></h4><h4 class='tit2'><span style='font-size: 16px; font-weight: normal;'>2015년 공평1?2?4지구 도시환경정비사업을 추진하는 과정에서 조선 한양에서 근대 경성에 이르는 역사도시 서울의 골목길과 건물터가 온전하게 발굴되었습니다. 이에 서울시는 도시유적과 기억을 원래 위치에 전면적으로 보존하고자 공평도시유적전시관을 조성하여 2018년 9월 12일 개관하였습니다. 도심정비사업에서 발굴되는 매장문화유산를 최대한 ‘원 위치 전면 보존’한다는 ‘공평동 룰’을 적용한 첫 사례이기도 합니다.</span></h4><h4 class='tit2'><span style='font-size: 16px; font-weight: normal;'>공평동 룰은 도심정비사업에서 발굴되는 매장문화유산를 최대한 ‘원 위치 전면 보존’한다는 원칙입니다. 이에 따라 사업 추진시 매장문화유산에 대한 전면 보존이 필요하다는 인식을 갖고 매장문화유산를 고려한 건축설계를 하고 매장문화유산 보존 면적에 따른 용적율 인센티브를 부여해서 사업시행자의 자발적인 참여를 유도하였습니다. 아울러 유적전시관 조성에 따른 가이드라인을 제시하여 서울시 총괄건축가와 협의를 하고, 이런 과정을 거쳐 조성된 전시관은 서울시에서 운영합니다.</span></h4><h4 class='tit2'><span style='font-size: 16px; font-weight: normal;'>2014~15년에 걸쳐 실시된 발굴조사를 통해 조선 초기부터 일제강점기에 이르기까지 총 108개 동 건물지와 중로, 골목길 등의 유구와 1,000여 점이 넘는 생활유물이 확인되었습니다. 그 중 유구의 상태가 가장 온전히 남아있는 16~17세기 Ⅳ문화층 유구를 전시관 내부로 이전하여 복원하였습니다.</span></h4><h4 class='tit2'></h4><h4 class='tit2'><span style='font-size: 16px; font-weight: normal;'>이중 전동 큰 집, 골목길 ㅁ자 집, 이문안길 작은 집의 3개 건물지가 핵심 콘텐츠로 각 건물지별로 1/10 축소 모형, 가상현실인 VR체험, 출토된 유구 위에 1:1 복원 모형 등 다양한 전시기법을 통해 16~17세기 한양의 모습을 보여드리고 있습니다. 이와 함께 조선시대부터 현대까지 사용했던 골목길이 확인되어 이문안길과 전동 골목길을 직접 걸으면서 조선시대에 와 있는 느낌을 직접 체험하실 수 있습니다.</span></h4><h4 class='tit2'><span style='font-size: 12pt;'><br></span></h4><h4 class='tit2'><span style='font-size: 12pt;'>운영 개요</span></h4><ul class='bul_dot'><li style='font-size: 12pt;'><span style='font-size: 12pt;'>대상 : </span><b><span style='font-size: 12pt;'>제한 없음(어린이 및 노약자 방문시 보호자 동반 필수)</span></b></li><li style='font-size: 12pt;'><span style='font-size: 12pt;'>해설정원	 </span><ul class='bul_hyphen'><li style='font-size: 12pt;'><b><span style='font-size: 12pt;'>개인 : 각 회차별 15명 정원</span></b></li><li style='font-size: 12pt;'><b><span style='font-size: 12pt;'>단체 : 30명 정원</span></b><span style='font-size: 12pt;'>		 </span><p class='desc_info'><span style='font-size: 12pt;' #b22222'=''>☎02-724-0215, 0135)</span></p></li></ul></li><li style='font-size: 12pt;'><span style='font-size: 12pt;'>장소 : 센트로폴리스 빌딩 지하1층 공평도시유적전시관 입구 안내데스크 앞</span></li><li><span style='font-size: 12pt;'>전시 해설 일정	 </span><ul class='bul_hyphen'><li style='font-size: 12pt;'><b><span style='font-size: 12pt;'>한국어 정기해설 : 약 50분 해설</span></b></li><li><span style='color:>영어, 일본어 전시 해설 가능하오니 원하시는 개인, 단체는 안내데스크에 신청</span>하여 주시기 바랍니다. (안내데스크 ☎02-724-0135)		 <p class=' desc_info'=''><span style='font-size: 12pt;'>※ 외국어 해설은 당일 전시관 사정에 따라 안내 할 수 없는 언어가 있을 수 있으니 </span><u><span style='font-size: 12pt;'>반드시 안내데스크에 일정, 시간 등 확인하시고 신청</span></u><span style='font-size: 12pt;'>바랍니다.</span><p></p></span></li></ul></li></ul>","무료","","","","","","",""
"16","미술관/갤러리","김영옥 미술관","서울특별시 종로구 창의문로10길 11","종로구","37.5938781052674","126.964253937947","정보없음","","http://www.magmasup.com/?page_id=21521","","","개별 확인","","","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000101553&thumb=Y","","<span style='font-size: 14pt;'>김영옥만다라작품을 통해</span><div><br></div><div><span style='font-size: 14pt;'>치유ㆍ회복ㆍ성장 그리고 자기완성을 느낀다.</span></div><div><br></div><div><span style='font-size: 14pt;'>ㆍ전시활동</span></div>","무료","","","","","","",""
"17","공연장","세종문화회관","서울 종로구 세종대로 175","종로구","37.5726241","126.9760053","02-399-1000","","https://www.sejongpac.or.kr","","프로그램별 상이","연중무휴","","","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=580516baeec44af59eafc7a1efc64ff0&thumb=Y","","<p class='mt20' style='line-height: 1.8;'><span style='font-size: 12pt;'>세종문화회관은 1961년 우남회관으로 출발해, 1972년 화재로 소실된 시민회관의 뒤를 이어 1978년 4월 14일 개관하였습니다.</span></p><p class='mt20' style='line-height: 1.8;'><span style='font-size: 12pt;'>세계 유수의 공연장으로 인정받는 한국 공연예술의 등용문이자 국제공연예술의 유일한 통로였고 70 ~ 80년대에는 한국 순수예술의 요람이었습니다.</span></p><p class='mt20' style='line-height: 1.8;'><span style='font-size: 12pt;'>이처럼 한국 공연예술계의 살아있는 역사이자 예술을 사랑하는 사람들의 추억의 공간이며 한국을 대표하는 문화예술기관으로 20여 년간 그 명성을 유지 해오던&nbsp;</span><span style='font-size: 12pt;'>세종문화회관은 1999년 21세기를 앞두고 또 한번의 도약을 위해 재단법인으로 변했습니다.&nbsp;</span></p><p class='mt20' style='line-height: 1.8;'><span style='font-size: 12pt;'>재단법인 세종문화회관의 출범은 창의성과 자율성이 강조되는 민간문화예술 활성화의 신호탄이자 한국문화예술의 세계화를 향한 첫걸음 이었습니다.</span></p><p class='mt20' style='line-height: 1.8;'><span style='font-size: 12pt;'>이후 세종문화회관은 대극장 리모델링에 이어 세종 체임버홀, 세종 M씨어터, 세종 S씨어터 등 하드웨어의 개편과 함께 예술로 동행, 세종예술아카데미 운영 등으로 시민과 함께하는 문화예술의 보급을 사명으로 삼고 있습니다.</span></p><p class='mt20' style='line-height: 1.8;'><span style='font-size: 12pt;'>문화예술인들에겐 창작과 발표의 공간으로 문화를 사랑하는 대중들에게 아름다움과 자긍심을 심어줄 복합공간으로 언제나&nbsp;</span><span style='font-size: 12pt;'>서울시민들과 함께할 것입니다.</span></p>","유료","","","","","","",""
"18","도서관","서울특별시교육청 도봉도서관","서울 도봉구 삼양로 556 도봉도서관","도봉구","37.6525474596619","127.012772246644","02-6714-7400","02-991-3674","http://dblib.sen.go.kr/","","","매월 두 번째, 네 번째 수요일 법정 공휴일(국경일 등 관공서의 휴무일)","","","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=f040869861c241d3ba37a62af9760a0e&thumb=Y","■ 중학생 이상 누구나 자료의 열람 및 대출이 가능합니다. 대출된 자료를 예약할 수 있습니다. 도서관 자료의 복사가 가능합니다. 청소년 권장도서 목록을 게시하고 있습니다.","<div style='text-align: center;' align='center'><span style='font-size: 18.6667px;'>도봉도서관은 서울의 명산인 북한산 기슭에 자리잡고 있어 자연경관이 좋으며, 대중교통 이용이 편리하고&nbsp;</span></div><div style='text-align: center;' align='center'><span style='font-size: 18.6667px;'>인근에는 백운초등학교와 덕성여대가 함께 있어 지역 주민들의 많은 사랑을 받고 있습니다.&nbsp;</span></div><div style='text-align: center;' align='center'><span style='font-size: 18.6667px;'><br></span></div><div style='text-align: center;' align='center'><span style='font-size: 18.6667px;'>도봉도서관은 1981년 개관 현재 201,721권의 장서를 보유하고 있으며 항상 지역주민과 같이 호흡을 같이하는&nbsp;</span></div><div style='text-align: center;' align='center'><span style='font-size: 18.6667px;'>도서관이 되기 위해 다양한 자료와 정보를 수집하여 제공하고 각종 교육, 문화 프로그램을 개발하여 지역주민</span></div><div style='text-align: center;' align='center'><span style='font-size: 18.6667px;'>들에게 널리 보급해 드리는데 최선을 다하고 있습니다.</span></div>","유료","","","","","","",""
"19","기타","노들섬 복합문화공간","서울특별시 용산구 양녕로 445","용산구","37.5176638307111","126.958036465507","02-749-4500","","http://nodeul.org/","","0","매주 월요일","","","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=a56628300474441382016ed4bef5764c&thumb=Y","","<p style='line-height: 1.8;'><span style='font-size: 14pt;'>노들섬은 바쁜 일상에서 잠시 벗어나, 온전한 나만의 시간을 보낼 수 있는 한강 위 복합문화공간입니다.</span></p><p style='line-height: 1.8;'><span style='font-size: 14pt;'>노들섬 내 공연장, 뮤직라운지, 서가, 전시실, 야외광장 등의 공간에서 다양한 프로그램이 여러분을 기다립니다.</span></p><p style='line-height: 1.8;'><span style='font-size: 14pt;'><br></span></p><p style='line-height: 1.8;'><span style='font-size: 18.6667px;'>노들섬의 지명은 한강대교 중간에 위치한 타원형 모양의 땅으로 ‘백로가 놀던 돌’이라는 뜻의 ‘노돌’에서 이름이 유래한 것으로 알려져 있습니다.<br></span><span style='font-size: 18.6667px;'>노들섬은 1930년대부터 1950년대까지 중지도로 불리며 한강 중심에서 백사장과 스케이트장으로 시민들에게 사랑받는 도심 속 강 문화의 중심지였습니다.<br></span><span style='font-size: 18.6667px;'>그러나 60~70년대 한강 개발 계획 이후 몇 차례 대규모 개발 계획안들이 무산되며 노들섬은 가깝지만 다가가기 어려운 잊혀진 섬이 되었습니다.<br></span><span style='font-size: 18.6667px;'>2012년 한강에서 휴식과 만남의 공간으로 사람들을 이어주던 문화 공간으로 복원하기 위한 고민이 시작되었고, 2019년 9월 노들섬은 ‘문화예술을 매개로 한 복합문화기지’로 새롭게 태어났습니다.<br></span><span style='font-size: 18.6667px;'>많은 이들의 꿈을 담아 함께 만들어가는 공간으로 다시 태어난 노들섬.<br></span><span style='font-size: 18.6667px;'>한강을 둘러싼 시민들과의 오랜 기억 위에 자연과 쉼, 문화가 흐르는 예술섬 노들에서 여러분과 함께 아름다운 기억의 순간을 만들어갑니다.</span><span style='font-size: 18.6667px;'><br></span></p>","무료","","","","","","",""
"25","기타","갈산문화예술센터","서울특별시 양천구 목동남로 106","양천구","37.5107624370301","126.87020687315","02-2651-5300","","https://www.yangcheon.go.kr/site/yangcheon/05/10504150100002023031503.jsp","","","일요일?공휴일 : 대관시 운영","","","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=0ec10c0f679645a4b2d677d5970d1873&thumb=Y",""," <p>양천구 갈산 기슭에 가족 중심 문화예술 특화 시설이 개관했다. 온 가족이 함께 공연도 즐기고 예술 문화도 즐길 수 있는 곳, ‘갈산문화예술센터’다.  지난 3월 11일 개관한 이곳은 지하 2층, 지상 4층 건물로, 공연장 ‘아이누리홀’을 비롯해 전시실, 음악실, 강의실, 주민커뮤니티 시설 등 다양한 공간들을 갖추고 있다.</p><p><br></p><p>■ 시설현황&nbsp;</p><p></p><table class='hType m-left0 hType-center __se_tbl_ext' style='border-collapse: collapse; border-spacing: 0px; table-layout: auto; width: 1030px; margin-top: 10px; color: rgb(85, 85, 85); font-family: S-CoreDream, 'Noto Sans KR', '맑은 고딕', 'Malgun Gothic', 'Nanum Gothic', '나눔 고딕', sans-serif; font-size: 16px; height: 207px; margin-left: 0px !important; border-width: 1px 1px 0px 0px !important; border-right-style: solid !important; border-color: rgb(201, 211, 223) rgb(201, 211, 223) transparent transparent !important; border-bottom-style: initial !important; border-top-style: solid !important; border-left-style: initial !important;'><caption style='position: absolute; top: 0px; left: 0px; width: 0px; height: 0px; margin: 0px; padding: 0px; background-image: none; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial; border: 0px; font-size: 0px; line-height: 0; letter-spacing: 0px;'>대관시설</caption><thead><tr><th class='pe_pU NamoSE_border_show' scope='col' style='padding: 12px 0px; border-left: 1px solid rgb(201, 211, 223) !important; background-color: rgb(241, 248, 252); color: rgb(0, 0, 0); font-weight: 500; vertical-align: middle; border-top: 1px solid rgb(0, 0, 0); border-right: 0px transparent !important; border-bottom: 1px solid rgb(187, 187, 187); text-align: center; line-height: 1.3em;'>구분</th><th class='pe_pU NamoSE_border_show' scope='col' style='padding: 12px 0px; border-left: 1px solid rgb(201, 211, 223) !important; background-color: rgb(241, 248, 252); color: rgb(0, 0, 0); font-weight: 500; vertical-align: middle; border-top: 1px solid rgb(0, 0, 0); border-right: 0px transparent !important; border-bottom: 1px solid rgb(187, 187, 187); text-align: center; line-height: 1.3em;'>시설명</th><th class='pe_pU NamoSE_border_show' scope='col' style='padding: 12px 0px; border-left: 1px solid rgb(201, 211, 223) !important; background-color: rgb(241, 248, 252); color: rgb(0, 0, 0); font-weight: 500; vertical-align: middle; border-top: 1px solid rgb(0, 0, 0); border-right: 0px transparent !important; border-bottom: 1px solid rgb(187, 187, 187); text-align: center; line-height: 1.3em;'>면적(㎡)</th><th class='pe_pU NamoSE_border_show' scope='col' style='padding: 12px 0px; border-left: 1px solid rgb(201, 211, 223) !important; background-color: rgb(241, 248, 252); color: rgb(0, 0, 0); font-weight: 500; vertical-align: middle; border-top: 1px solid rgb(0, 0, 0); border-right: 0px transparent !important; border-bottom: 1px solid rgb(187, 187, 187); text-align: center; line-height: 1.3em;'>객석</th><th class='pe_pU NamoSE_border_show' scope='col' style='padding: 12px 0px; border-left: 1px solid rgb(201, 211, 223) !important; background-color: rgb(241, 248, 252); color: rgb(0, 0, 0); font-weight: 500; vertical-align: middle; border-top: 1px solid rgb(0, 0, 0); border-right: 0px transparent !important; border-bottom: 1px solid rgb(187, 187, 187); text-align: center; line-height: 1.3em;'>용도 및 주요시설</th></tr></thead><tbody><tr><td align='center' style='padding: 15px 10px; border-top: 1px solid rgb(201, 211, 223); border-left: 1px solid rgb(201, 211, 223); line-height: 1.5; border-right: 0px transparent !important; border-bottom: 1px solid rgb(201, 211, 223) !important; color: rgb(78, 78, 78); text-align: center; font-size: 14px;'>지상 4층</td><td align='center' style='padding: 15px 10px; border-top: 1px solid rgb(201, 211, 223); border-left: 1px solid rgb(201, 211, 223); line-height: 1.5; border-right: 0px transparent !important; border-bottom: 1px solid rgb(201, 211, 223) !important; color: rgb(78, 78, 78); text-align: center; font-size: 14px;'>아이누리홀</td><td align='center' style='padding: 15px 10px; border-top: 1px solid rgb(201, 211, 223); border-left: 1px solid rgb(201, 211, 223); line-height: 1.5; border-right: 0px transparent !important; border-bottom: 1px solid rgb(201, 211, 223) !important; color: rgb(78, 78, 78); text-align: center; font-size: 14px;'>300.49</td><td align='center' style='padding: 15px 10px; border-top: 1px solid rgb(201, 211, 223); border-left: 1px solid rgb(201, 211, 223); line-height: 1.5; border-right: 0px transparent !important; border-bottom: 1px solid rgb(201, 211, 223) !important; color: rgb(78, 78, 78); text-align: center; font-size: 14px;'>200석</td><td align='center' style='padding: 15px 10px; border-top: 1px solid rgb(201, 211, 223); border-left: 1px solid rgb(201, 211, 223); line-height: 1.5; border-right: 0px transparent !important; border-bottom: 1px solid rgb(201, 211, 223) !important; color: rgb(78, 78, 78); text-align: center; font-size: 14px;'>공연장(무대음향, 무대조명, 무대기계)</td></tr><tr><td align='center' rowspan='2' style='padding: 15px 10px; border-top: 1px solid rgb(201, 211, 223); border-left: 1px solid rgb(201, 211, 223); line-height: 1.5; border-right: 0px transparent !important; border-bottom: 1px solid rgb(201, 211, 223) !important; color: rgb(78, 78, 78); text-align: center; font-size: 14px;'>지상 3층</td><td align='center' style='padding: 15px 10px; border-top: 1px solid rgb(201, 211, 223); border-left: 1px solid rgb(201, 211, 223); line-height: 1.5; border-right: 0px transparent !important; border-bottom: 1px solid rgb(201, 211, 223) !important; color: rgb(78, 78, 78); text-align: center; font-size: 14px;'>아트홀</td><td align='center' style='padding: 15px 10px; border-top: 1px solid rgb(201, 211, 223); border-left: 1px solid rgb(201, 211, 223); line-height: 1.5; border-right: 0px transparent !important; border-bottom: 1px solid rgb(201, 211, 223) !important; color: rgb(78, 78, 78); text-align: center; font-size: 14px;'>107.88</td><td align='center' style='padding: 15px 10px; border-top: 1px solid rgb(201, 211, 223); border-left: 1px solid rgb(201, 211, 223); line-height: 1.5; border-right: 0px transparent !important; border-bottom: 1px solid rgb(201, 211, 223) !important; color: rgb(78, 78, 78); text-align: center; font-size: 14px;'>-</td><td align='center' style='padding: 15px 10px; border-top: 1px solid rgb(201, 211, 223); border-left: 1px solid rgb(201, 211, 223); line-height: 1.5; border-right: 0px transparent !important; border-bottom: 1px solid rgb(201, 211, 223) !important; color: rgb(78, 78, 78); text-align: center; font-size: 14px;'>연습실(음향, 영상, 벽면거울)</td></tr><tr><td align='center' style='padding: 15px 10px; border-top: 1px solid rgb(201, 211, 223); border-left: 1px solid rgb(201, 211, 223); line-height: 1.5; border-right: 0px transparent !important; border-bottom: 1px solid rgb(201, 211, 223) !important; color: rgb(78, 78, 78); text-align: center; font-size: 14px;'>세미나실</td><td align='center' style='padding: 15px 10px; border-top: 1px solid rgb(201, 211, 223); border-left: 1px solid rgb(201, 211, 223); line-height: 1.5; border-right: 0px transparent !important; border-bottom: 1px solid rgb(201, 211, 223) !important; color: rgb(78, 78, 78); text-align: center; font-size: 14px;'>180.00</td><td align='center' style='padding: 15px 10px; border-top: 1px solid rgb(201, 211, 223); border-left: 1px solid rgb(201, 211, 223); line-height: 1.5; border-right: 0px transparent !important; border-bottom: 1px solid rgb(201, 211, 223) !important; color: rgb(78, 78, 78); text-align: center; font-size: 14px;'>-</td><td align='center' style='padding: 15px 10px; border-top: 1px solid rgb(201, 211, 223); border-left: 1px solid rgb(201, 211, 223); line-height: 1.5; border-right: 0px transparent !important; border-bottom: 1px solid rgb(201, 211, 223) !important; color: rgb(78, 78, 78); text-align: center; font-size: 14px;'>회의?강의실(음향, 영상, 책상(약 40인)</td></tr><tr><td align='center' style='padding: 15px 10px; border-top: 1px solid rgb(201, 211, 223); border-left: 1px solid rgb(201, 211, 223); line-height: 1.5; border-right: 0px transparent !important; border-bottom: 1px solid rgb(201, 211, 223) !important; color: rgb(78, 78, 78); text-align: center; font-size: 14px;'>지상 1층</td><td align='center' style='padding: 15px 10px; border-top: 1px solid rgb(201, 211, 223); border-left: 1px solid rgb(201, 211, 223); line-height: 1.5; border-right: 0px transparent !important; border-bottom: 1px solid rgb(201, 211, 223) !important; color: rgb(78, 78, 78); text-align: center; font-size: 14px;'>전시실</td><td align='center' style='padding: 15px 10px; border-top: 1px solid rgb(201, 211, 223); border-left: 1px solid rgb(201, 211, 223); line-height: 1.5; border-right: 0px transparent !important; border-bottom: 1px solid rgb(201, 211, 223) !important; color: rgb(78, 78, 78); text-align: center; font-size: 14px;'>167.83</td><td align='center' style='padding: 15px 10px; border-top: 1px solid rgb(201, 211, 223); border-left: 1px solid rgb(201, 211, 223); line-height: 1.5; border-right: 0px transparent !important; border-bottom: 1px solid rgb(201, 211, 223) !important; color: rgb(78, 78, 78); text-align: center; font-size: 14px;'>-</td><td align='center' style='padding: 15px 10px; border-top: 1px solid rgb(201, 211, 223); border-left: 1px solid rgb(201, 211, 223); line-height: 1.5; border-right: 0px transparent !important; border-bottom: 1px solid rgb(201, 211, 223) !important; color: rgb(78, 78, 78); text-align: center; font-size: 14px;'>작품전시(조명, 가벽, 안내데스크)</td></tr></tbody></table>","무료","","","","","","",""
